Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1022,Sara,Davis,student22@university.com,Male,22,Business,99.64,40.24,43.79,81.36,86.72,5.31,62.64,57.483000000000004,C,27.7,No,Yes,PhD,Low,8,7.5
S1023,Liam,Williams,student23@university.com,Female,23,CS,83.92,61.85,93.31,69.71,67.54,9.76,88.5,82.9435,B,5.2,Yes,Yes,Bachelor's,Low,4,8.6
S1024,Maria,Williams,student24@university.com,Female,20,Business,86.5,50.12,95.86,58.15,65.25,5.35,96.84,80.51925,B,15.9,No,Yes,Unknown,Low,9,7.8
S1025,Emma,Davis,student25@university.com,Male,18,Mathematics,60.65,85.44,75.21,55.85,60.09,4.48,95.32,77.61099999999999,B,5.5,No,No,PhD,Medium,10,7.7
S1026,Emma,Johnson,student26@university.com,Male,18,Business,53.94,43.04,90.43,77.95,91.05,5.84,94.23,80.09125,B,18.1,No,No,PhD,High,6,8.3
S1027,Sara,Johnson,student27@university.com,Male,18,Engineering,63.85,73.21,51.01,65.02,62.87,9.71,89.32,70.8565,B,15.3,No,Yes,High School,High,10,7.3
S1028,Liam,Davis,student28@university.com,Female,21,Engineering,62.44,57.7,94.1,99.87,64.16,8.18,64.65,78.51549999999999,B,20.6,Yes,No,Master's,Low,7,4.9
S1029,Maria,Jones,student29@university.com,Female,23,Mathematics,61.73,48.02,70.38,70.3,99.95,1.69,54.18,60.00299999999999,C,24.2,Yes,Yes,PhD,Low,3,4.4
S1030,Ahmed,Brown,student30@university.com,Female,22,Business,59.64,86.31,44.03,60.61,66.37,8.03,74.39,64.72925000000001,C,24.2,Yes,Yes,Unknown,Medium,2,5.6
S1031,Ali,Johnson,student31@university.com,Male,22,Engineering,78.74,53.05,48.48,81.44,71.14,8.41,52.74,58.4915,C,23.1,Yes,No,Master's,Low,2,8.1
S1032,Maria,Smith,student32@university.com,Female,21,Business,66.41,53.42,58.54,62.21,99.5,6.91,99.92,72.48525,B,7.5,Yes,No,Master's,Medium,3,4.1
S1033,Sara,Williams,student33@university.com,Male,19,Engineering,91.02,56.5,42.61,74.7,68.47,6.57,67.92,60.11125,C,15.4,No,No,Unknown,Medium,7,4.8
S1034,Emma,Davis,student34@university.com,Female,21,CS,59.2,75.21,58.56,74.13,68.31,4.41,97.92,74.73774999999999,B,25.4,No,Yes,Master's,Medium,8,4.5
S1035,Ahmed,Smith,student35@university.com,Female,23,CS,73.23,79.58,43.6,72.68,91.39,6.42,88.66,69.8425,C,21.4,No,No,Bachelor's,Low,4,4.2
S1036,Maria,Davis,student36@university.com,Female,18,Mathematics,50.68,41.06,54.16,89.8,65.6,7.38,70.56,63.641999999999996,C,22.0,Yes,Yes,Master's,High,3,8.1
S1037,Ali,Williams,student37@university.com,Male,21,Mathematics,74.08,54.51,55.94,60.83,61.69,1.23,55.92,54.86825,D,10.7,Yes,Yes,High School,Low,7,5.4
S1038,Ali,Williams,student38@university.com,Male,18,Business,52.79,65.86,99.66,95.22,71.16,2.57,61.86,77.00174999999999,B,13.1,Yes,No,Master's,High,3,7.6
S1039,John,Johnson,student39@university.com,Female,23,Mathematics,98.89,59.92,54.13,89.57,85.03,1.94,83.65,69.32549999999999,C,28.9,No,No,PhD,Low,8,4.7
S1040,John,Johnson,student40@university.com,Male,24,Business,89.53,93.05,54.35,66.66,52.16,8.41,91.5,75.45875,B,26.2,Yes,No,Master's,Medium,4,6.0
S1041,Omar,Smith,student41@university.com,Male,23,CS,74.51,87.26,81.21,59.03,68.7,6.8,98.97,82.97775,B,9.1,Yes,Yes,High School,High,8,4.6
S1042,Sara,Davis,student42@university.com,Male,20,CS,54.33,77.55,91.56,63.98,67.31,4.51,56.61,70.9765,B,18.6,No,No,High School,Low,2,4.0
S1043,Liam,Williams,student43@university.com,Male,18,Engineering,79.62,60.28,63.22,66.63,62.24,8.26,57.8,63.01899999999999,C,17.3,Yes,Yes,Master's,Low,8,7.1
S1044,Maria,Smith,student44@university.com,Male,22,Business,87.94,82.04,92.54,77.85,82.71,7.17,52.12,75.23275,B,16.1,No,Yes,Bachelor's,High,8,6.4
S1045,Maria,Brown,student45@university.com,Male,21,CS,59.54,90.62,60.41,52.32,64.5,9.14,63.02,66.14099999999999,C,16.8,Yes,Yes,Master's,Medium,10,6.1
S1046,Liam,Smith,student46@university.com,Male,24,CS,78.41,75.69,51.82,95.72,80.34,0.77,91.05,72.92624999999998,B,21.1,Yes,No,Unknown,Medium,3,4.4
S1047,Omar,Jones,student47@university.com,Female,23,Business,90.71,87.07,59.78,54.93,75.22,5.09,59.91,63.90025,C,29.2,No,No,High School,High,2,6.9
S1048,Emma,Smith,student48@university.com,Male,18,Engineering,88.41,84.95,76.56,63.96,60.86,7.07,77.39,75.78825,B,26.9,No,No,Master's,Low,7,7.9
S1049,Emma,Jones,student49@university.com,Male,24,Engineering,90.15,74.3,62.03,55.46,63.33,2.07,72.32,64.64099999999999,C,26.9,No,Yes,Bachelor's,Medium,9,4.3
S1050,Omar,Jones,student50@university.com,Female,19,Engineering,93.97,58.73,80.37,62.83,58.53,3.27,66.29,67.6795,C,22.6,Yes,Yes,Bachelor's,Low,10,6.1
S1051,Emma,Jones,student51@university.com,Female,20,Engineering,96.88,84.75,54.22,91.88,52.83,4.19,80.92,72.87424999999999,B,5.4,No,Yes,Bachelor's,Medium,1,5.6
S1052,John,Brown,student52@university.com,Female,19,CS,70.28,52.41,82.06,80.76,80.96,7.94,75.12,74.8805,B,16.0,Yes,No,PhD,Low,5,8.5
S1053,Maria,Smith,student53@university.com,Female,23,Business,78.44,86.77,60.85,61.37,83.64,4.94,66.74,67.02,C,17.8,No,No,PhD,Medium,3,5.3
S1054,Omar,Smith,student54@university.com,Male,19,Business,89.53,88.27,67.35,93.59,58.3,4.93,84.44,78.97675,B,26.1,Yes,Yes,PhD,Low,9,8.7
S1055,Maria,Brown,student55@university.com,Female,19,CS,84.86,89.33,73.46,90.04,80.77,4.31,64.0,74.43925,B,28.1,No,Yes,Unknown,Low,8,8.1
S1056,Liam,Williams,student56@university.com,Female,20,CS,99.78,68.37,81.17,87.68,99.1,2.29,82.16,78.5235,B,16.3,No,Yes,Unknown,Medium,9,4.5
S1057,Ali,Johnson,student57@university.com,Male,20,CS,50.68,51.55,54.32,92.38,53.72,9.23,97.86,74.46849999999999,B,12.5,Yes,Yes,Master's,Medium,9,6.4
S1058,John,Smith,student58@university.com,Male,20,Mathematics,67.76,45.98,90.16,80.98,74.52,3.18,86.45,77.17399999999999,B,13.4,No,Yes,PhD,Low,10,7.2
S1059,Ahmed,Johnson,student59@university.com,Male,24,Business,64.05,84.6,83.31,75.07,86.65,5.67,70.92,76.822,B,19.5,No,Yes,PhD,High,3,7.0
S1060,John,Davis,student60@university.com,Female,20,Business,63.12,93.18,54.05,68.7,52.3,1.49,87.38,70.3415,B,11.9,Yes,No,Unknown,Low,7,7.4
S1061,Omar,Davis,student61@university.com,Male,19,Business,61.13,79.05,98.5,61.19,88.91,4.34,90.46,83.645,B,27.8,Yes,Yes,Bachelor's,High,5,6.1
S1062,Ahmed,Brown,student62@university.com,Female,22,Engineering,85.46,48.65,79.89,77.87,98.98,9.04,66.29,71.963,B,15.5,Yes,No,Bachelor's,Medium,6,8.5
S1063,Ali,Davis,student63@university.com,Male,22,CS,54.24,96.09,67.15,94.47,54.42,9.95,85.26,81.99849999999999,B,29.8,Yes,Yes,High School,High,8,5.4
S1064,Omar,Davis,student64@university.com,Male,20,CS,87.08,99.35,49.45,79.7,91.11,3.62,71.72,69.47325000000001,C,7.7,No,Yes,Master's,Low,10,4.5
S1065,Sara,Williams,student65@university.com,Female,24,CS,84.67,66.0,71.99,95.98,68.93,1.54,90.93,77.783,B,9.7,No,No,Master's,Medium,8,8.9
S1066,Maria,Williams,student66@university.com,Male,21,Mathematics,62.54,75.69,49.89,67.85,57.21,3.14,64.77,60.492749999999994,C,17.8,Yes,No,PhD,Medium,7,7.3
S1067,Ali,Williams,student67@university.com,Male,18,Business,62.64,86.63,65.77,84.76,74.66,3.27,96.89,79.574,B,26.7,Yes,No,Unknown,High,1,7.3
S1068,Maria,Davis,student68@university.com,Male,23,CS,81.44,84.18,64.52,82.43,53.58,6.45,78.74,74.57,B,13.8,Yes,No,Master's,Medium,1,8.1
S1069,Emma,Brown,student69@university.com,Male,24,Mathematics,88.11,98.07,83.2,83.52,76.11,4.96,67.67,79.085,B,25.9,No,Yes,Bachelor's,High,6,6.1
S1070,Sara,Jones,student70@university.com,Male,21,CS,93.82,46.89,51.54,82.25,50.97,7.68,70.97,63.583749999999995,C,15.6,No,Yes,Unknown,Low,9,5.9
S1071,Sara,Jones,student71@university.com,Female,23,Engineering,92.61,74.84,89.31,61.08,86.43,7.01,67.39,75.37899999999999,B,26.3,Yes,Yes,PhD,Medium,8,8.7
S1072,Ali,Johnson,student72@university.com,Female,21,Business,98.24,81.52,59.57,57.18,74.4,2.51,57.31,61.44,C,11.9,No,Yes,PhD,Low,1,5.9
S1073,Sara,Jones,student73@university.com,Male,21,Mathematics,79.07,93.41,66.64,98.93,72.95,7.84,53.42,72.5895,B,16.8,Yes,No,Master's,High,8,4.4
S1074,Ahmed,Jones,student74@university.com,Female,22,CS,95.43,92.45,86.34,52.26,59.81,8.47,66.09,75.5515,B,12.0,No,Yes,Master's,High,5,5.5
S1075,Sara,Williams,student75@university.com,Female,18,Business,90.43,98.68,77.52,73.39,68.06,5.98,72.93,77.89775,B,10.4,No,No,High School,Low,2,8.4
S1076,Maria,Williams,student76@university.com,Female,21,Mathematics,94.73,70.72,58.48,71.25,59.09,9.28,68.09,67.752,C,15.5,No,Yes,Master's,High,7,4.5
S1077,Maria,Davis,student77@university.com,Male,20,Business,50.58,89.85,63.17,68.0,86.77,7.83,50.7,65.18725,C,13.4,Yes,Yes,Master's,High,2,7.6
S1078,Omar,Johnson,student78@university.com,Male,23,Business,98.3,65.64,58.35,89.1,59.95,5.95,78.95,71.33225,B,24.7,Yes,No,Bachelor's,Low,4,5.3
S1079,Maria,Smith,student79@university.com,Male,24,Engineering,73.68,65.34,75.69,87.27,80.84,9.06,57.24,71.1635,B,23.7,Yes,Yes,Bachelor's,Low,4,7.7
S1080,Omar,Johnson,student80@university.com,Female,22,Business,89.91,55.2,59.96,95.26,63.98,6.0,60.55,65.56925,C,14.0,No,Yes,Unknown,Medium,5,6.6
S1081,Maria,Johnson,student81@university.com,Female,23,Mathematics,56.36,89.09,83.54,69.77,82.85,5.21,56.04,71.78825,B,29.8,No,No,Master's,Medium,6,7.2
S1082,Ahmed,Brown,student82@university.com,Male,20,Business,69.8,99.15,74.79,78.21,77.02,3.56,76.02,77.2975,B,29.3,Yes,Yes,Master's,Low,2,5.2
S1083,Liam,Davis,student83@university.com,Male,20,Mathematics,63.57,55.38,48.74,94.62,71.17,8.83,54.76,61.333499999999994,C,27.9,Yes,Yes,PhD,Medium,8,4.8
S1084,Omar,Brown,student84@university.com,Female,21,Business,64.58,43.37,58.62,99.69,83.65,1.23,62.82,62.211749999999995,C,19.7,Yes,Yes,Bachelor's,High,9,4.3
S1085,John,Johnson,student85@university.com,Female,20,CS,56.16,88.93,53.29,98.46,70.79,4.74,72.59,71.41624999999999,B,15.3,No,No,PhD,Medium,3,8.1
S1086,Emma,Johnson,student86@university.com,Male,18,Engineering,90.29,77.21,63.42,85.89,91.07,5.37,58.39,68.227,C,12.8,No,No,Master's,Medium,7,7.6
S1087,Ali,Johnson,student87@university.com,Female,20,CS,50.46,97.58,70.96,57.16,86.48,5.55,72.31,72.39049999999999,B,5.4,No,Yes,Bachelor's,High,4,5.5
S1088,Maria,Jones,student88@university.com,Female,21,Engineering,65.63,55.13,70.41,51.16,77.03,6.52,67.14,64.035,C,20.8,No,Yes,Master's,Low,10,8.2
S1089,Sara,Brown,student89@university.com,Female,23,Mathematics,58.72,44.26,85.27,91.26,93.85,5.06,93.03,80.16225,B,18.8,Yes,Yes,High School,High,4,8.2
S1090,Liam,Johnson,student90@university.com,Female,20,Engineering,79.45,69.55,51.35,92.05,91.44,2.57,89.75,72.12724999999999,B,20.7,No,Yes,PhD,Medium,1,4.7
S1091,Maria,Williams,student91@university.com,Female,22,Business,62.71,45.13,96.79,87.32,76.59,8.57,99.64,86.564,A,19.4,Yes,No,Bachelor's,High,5,7.6
S1092,Sara,Davis,student92@university.com,Female,24,Business,62.95,55.71,60.57,64.0,53.42,6.58,76.45,65.26175,C,8.4,No,No,Bachelor's,Low,6,5.5
S1093,Emma,Davis,student93@university.com,Female,22,CS,74.42,47.56,58.01,81.99,78.3,8.58,78.77,68.5745,C,22.4,Yes,No,Master's,Medium,5,6.3
S1094,Emma,Williams,student94@university.com,Male,22,Engineering,82.63,53.45,81.11,65.81,67.76,2.76,97.33,76.56075,B,14.0,Yes,Yes,Master's,Low,6,6.2
S1095,Emma,Davis,student95@university.com,Male,23,Mathematics,56.07,46.37,88.33,72.53,77.01,6.37,69.98,71.84,B,17.9,No,No,Unknown,Low,3,7.0
S1096,Sara,Jones,student96@university.com,Female,19,Mathematics,58.78,97.23,62.71,69.12,82.36,7.14,77.78,74.19800000000001,B,14.1,No,No,Unknown,High,2,5.7
S1097,Maria,Jones,student97@university.com,Female,24,Business,62.36,56.71,84.81,95.68,82.24,3.83,68.95,74.5165,B,5.5,No,Yes,PhD,Low,5,4.4
S1098,Emma,Smith,student98@university.com,Female,22,Mathematics,98.69,66.63,93.02,61.71,83.68,8.12,77.29,78.96325,B,26.9,No,No,Bachelor's,High,6,7.4
S1099,Ahmed,Smith,student99@university.com,Male,22,Business,69.86,93.92,86.01,78.88,83.96,0.03,54.04,71.7955,B,8.7,Yes,Yes,Master's,High,10,8.8
S1100,Omar,Smith,student100@university.com,Male,19,Business,79.95,80.64,42.05,68.05,55.46,5.95,89.19,68.03575,C,19.6,No,Yes,PhD,Medium,6,7.3
S1101,Sara,Davis,student101@university.com,Female,23,Business,62.08,77.08,89.64,83.15,59.59,6.14,99.26,86.81625,A,27.1,No,Yes,Bachelor's,Low,5,6.7
S1102,Sara,Jones,student102@university.com,Male,24,CS,74.52,82.33,86.47,78.23,81.53,5.34,53.29,72.58324999999999,B,10.5,No,No,Master's,Low,2,4.8
S1103,Maria,Jones,student103@university.com,Female,22,CS,53.71,89.73,80.16,96.2,70.41,6.3,90.05,85.2055,A,15.3,No,No,Unknown,Low,1,7.1
S1104,Sara,Jones,student104@university.com,Female,21,Business,51.74,92.66,85.6,55.08,88.14,1.67,62.09,70.8,B,14.4,No,Yes,Bachelor's,Low,10,7.1
S1105,Sara,Williams,student105@university.com,Female,23,Business,73.44,78.56,98.77,61.03,56.25,6.85,59.88,75.20075,B,7.2,No,No,Master's,Low,6,7.1
S1106,Emma,Jones,student106@university.com,Female,24,Business,69.93,93.4,65.87,88.32,59.58,3.36,84.67,77.33775,B,15.6,Yes,No,PhD,High,1,8.5
S1107,Maria,Williams,student107@university.com,Female,22,Mathematics,56.84,72.12,44.03,68.44,77.92,4.52,52.21,55.584999999999994,C,17.0,Yes,Yes,PhD,Medium,1,7.6
S1108,Emma,Smith,student108@university.com,Female,22,Business,84.38,56.64,67.65,58.29,75.04,3.33,73.16,65.133,C,5.7,Yes,No,High School,Medium,6,7.9
S1109,Omar,Smith,student109@university.com,Female,19,Business,99.65,92.8,42.79,75.17,63.32,4.74,50.07,59.497749999999996,C,17.2,No,No,Bachelor's,Low,1,5.6
S1110,Liam,Davis,student110@university.com,Male,24,Engineering,69.78,72.49,57.66,82.61,70.42,6.22,77.72,70.494,B,7.3,Yes,Yes,PhD,High,2,5.4
S1111,Omar,Smith,student111@university.com,Female,21,Engineering,81.23,94.37,75.21,52.24,51.75,8.38,73.1,73.999,B,27.3,No,Yes,Bachelor's,High,1,5.0
S1112,Liam,Davis,student112@university.com,Male,23,Engineering,98.15,42.41,58.58,64.58,51.85,4.83,95.77,68.51849999999999,C,21.3,Yes,No,PhD,Low,7,7.9
S1113,Emma,Johnson,student113@university.com,Female,20,Engineering,91.58,63.85,81.12,90.47,54.75,3.23,86.01,78.56025,B,6.4,Yes,Yes,Bachelor's,Medium,4,7.5
S1114,Omar,Johnson,student114@university.com,Female,18,Business,73.18,96.87,89.32,76.01,78.84,4.88,56.3,75.85849999999999,B,25.7,No,Yes,Bachelor's,Low,4,5.7
S1115,Maria,Brown,student115@university.com,Male,21,Engineering,86.87,54.98,65.23,51.77,93.19,6.89,67.73,63.846999999999994,C,14.0,Yes,Yes,Bachelor's,High,4,4.7
S1116,Ali,Davis,student116@university.com,Male,20,Mathematics,56.41,96.49,94.01,64.1,63.01,3.47,96.58,85.98599999999999,A,10.6,No,No,High School,Low,5,8.2
S1117,Emma,Brown,student117@university.com,Female,21,Mathematics,75.61,97.23,44.79,81.96,51.7,4.14,86.27,71.44924999999999,B,11.3,No,Yes,Unknown,Low,9,5.9
S1118,Liam,Brown,student118@university.com,Male,24,Engineering,63.95,92.93,90.41,59.97,85.43,5.63,79.71,80.5205,B,19.9,Yes,Yes,Bachelor's,Low,5,4.9
S1119,Ahmed,Johnson,student119@university.com,Female,20,CS,58.06,73.82,89.71,91.37,92.77,2.94,77.95,80.31725,B,7.0,Yes,No,Unknown,High,10,4.7
S1120,Liam,Davis,student120@university.com,Female,24,Mathematics,71.31,78.82,59.32,83.83,56.91,2.09,69.9,67.414,C,6.5,Yes,No,Unknown,Medium,2,8.6
S1121,Ahmed,Johnson,student121@university.com,Male,20,Mathematics,56.55,92.18,57.92,73.57,69.29,1.4,79.26,69.86250000000001,C,20.7,Yes,No,Unknown,Low,8,4.7
S1122,Sara,Brown,student122@university.com,Male,21,Engineering,84.95,86.55,58.31,95.78,57.94,3.53,88.58,76.75375,B,29.5,Yes,No,PhD,Medium,8,5.8
S1123,Omar,Davis,student123@university.com,Male,19,Engineering,72.81,77.81,88.68,69.59,55.32,0.48,56.38,69.07125,C,17.1,No,Yes,Master's,Medium,9,7.2
S1124,Ahmed,Brown,student124@university.com,Male,21,Business,76.56,98.94,89.9,61.75,82.41,5.83,98.49,87.50975,A,15.3,Yes,No,Unknown,High,4,6.0
S1125,Liam,Jones,student125@university.com,Female,24,Mathematics,57.32,81.14,59.78,83.07,98.38,1.76,61.97,65.929,C,28.7,No,Yes,Bachelor's,Low,3,6.4
S1126,Sara,Davis,student126@university.com,Male,21,Engineering,56.99,98.53,75.56,78.66,83.91,3.77,72.39,76.37099999999998,B,11.0,No,Yes,Master's,Low,10,8.0
S1127,Ali,Davis,student127@university.com,Male,20,Engineering,79.17,43.44,48.34,66.76,99.24,2.69,51.14,52.17925,D,11.0,No,No,PhD,Medium,6,9.0
S1128,Maria,Brown,student128@university.com,Male,18,Business,99.25,48.34,68.13,67.18,71.72,6.3,77.52,68.44725,C,27.6,Yes,No,High School,Medium,1,6.3
S1129,Maria,Jones,student129@university.com,Male,20,Mathematics,54.81,67.09,99.93,69.91,94.89,8.5,69.09,79.2485,B,21.2,Yes,No,Unknown,Medium,6,5.9
S1130,Maria,Williams,student130@university.com,Male,22,Engineering,64.29,63.09,49.53,64.56,60.25,6.33,62.49,59.032,C,6.3,Yes,Yes,Unknown,High,5,6.0
S1131,Ahmed,Johnson,student131@university.com,Female,21,Business,93.47,86.96,96.85,85.51,55.9,5.43,99.28,91.15875,A,21.8,No,Yes,PhD,High,1,5.8
S1132,Ali,Brown,student132@university.com,Female,23,Engineering,53.61,49.64,89.46,82.57,85.13,6.69,71.41,74.90599999999999,B,25.5,Yes,No,Bachelor's,Medium,6,6.4
S1133,Ahmed,Davis,student133@university.com,Male,21,CS,93.79,98.57,98.33,72.04,68.57,0.3,70.71,80.51249999999999,B,11.8,Yes,Yes,Bachelor's,High,3,5.7
S1134,Omar,Johnson,student134@university.com,Male,19,CS,76.21,58.9,50.77,69.89,65.88,1.23,73.16,60.66475,C,14.6,Yes,Yes,Master's,High,8,6.3
S1135,Ahmed,Johnson,student135@university.com,Female,24,Engineering,70.41,65.74,52.81,68.25,83.56,0.95,55.81,57.00874999999999,C,9.9,No,No,Master's,High,3,8.7
S1136,Ali,Johnson,student136@university.com,Male,23,Mathematics,65.48,56.48,41.01,64.17,66.67,0.98,69.65,55.08925000000001,C,20.8,No,No,Bachelor's,Low,3,5.4
S1137,Ali,Williams,student137@university.com,Female,20,CS,64.86,74.76,83.48,54.28,78.63,2.6,66.82,69.33324999999999,C,21.6,Yes,No,High School,High,7,7.3
S1138,Omar,Smith,student138@university.com,Female,19,Business,65.29,43.52,78.65,63.41,64.97,5.32,73.26,67.529,C,6.7,Yes,No,Bachelor's,Medium,1,6.4
S1139,Ali,Brown,student139@university.com,Male,21,Engineering,94.24,48.98,50.68,66.06,89.19,1.15,92.83,65.46975,C,21.9,Yes,Yes,High School,Low,10,7.7
S1140,Liam,Smith,student140@university.com,Female,20,Business,86.19,84.75,87.47,77.38,65.62,9.35,59.64,76.92275,B,21.5,No,No,PhD,Medium,10,6.4
S1141,Ali,Smith,student141@university.com,Male,20,CS,83.49,51.19,57.95,88.69,76.75,8.54,80.39,70.76,B,5.9,Yes,No,High School,High,8,4.8
S1142,Maria,Smith,student142@university.com,Male,22,Mathematics,89.94,54.13,48.1,69.79,51.16,9.72,51.88,56.969500000000004,C,18.9,No,Yes,PhD,Medium,4,8.4
S1143,Liam,Johnson,student143@university.com,Female,22,Business,62.86,87.58,65.35,97.24,89.59,0.43,65.84,71.10625,B,20.3,No,No,Unknown,Medium,5,7.4
S1144,Liam,Jones,student144@university.com,Female,18,CS,80.9,45.6,45.46,91.37,81.02,8.51,73.63,64.5755,C,15.8,No,Yes,Bachelor's,High,5,6.6
S1145,Omar,Johnson,student145@university.com,Male,22,CS,73.0,66.25,55.79,99.24,59.61,8.04,53.71,65.00874999999999,C,27.5,No,Yes,Master's,Medium,4,8.2
S1146,John,Johnson,student146@university.com,Female,24,CS,89.12,41.38,62.28,93.81,60.77,9.02,77.2,70.37975,B,13.2,No,Yes,Unknown,High,1,8.9
S1147,John,Davis,student147@university.com,Male,23,Business,65.46,60.81,91.11,80.84,63.12,5.28,65.52,74.091,B,6.7,No,Yes,Master's,High,3,6.0
S1148,Ali,Davis,student148@university.com,Female,20,CS,82.16,81.94,87.55,79.92,78.83,7.88,99.64,88.40075,A,21.8,Yes,No,High School,High,8,5.8
S1149,Liam,Smith,student149@university.com,Female,22,Engineering,94.11,45.41,66.57,56.48,77.42,0.51,81.55,64.26275,C,20.1,No,Yes,Bachelor's,Medium,2,7.8
S1150,John,Johnson,student150@university.com,Male,18,CS,70.11,93.3,83.47,86.12,63.69,0.76,62.21,74.342,B,29.7,No,No,Bachelor's,Medium,8,6.3
S1151,John,Smith,student151@university.com,Male,21,Engineering,53.33,94.57,74.12,80.01,84.7,1.19,55.13,69.00775,C,10.8,No,Yes,Bachelor's,Medium,4,4.4
S1152,Ali,Davis,student152@university.com,Male,23,Mathematics,75.8,46.3,60.45,75.35,94.45,9.15,52.04,60.82575,C,14.9,Yes,Yes,Unknown,Low,9,5.8
S1153,John,Jones,student153@university.com,Female,22,Engineering,67.3,99.44,83.55,84.66,52.18,0.61,54.54,72.33399999999999,B,16.5,No,No,PhD,Medium,8,8.0
S1154,Ahmed,Brown,student154@university.com,Male,20,Mathematics,83.61,57.85,81.01,72.2,70.86,1.0,84.0,73.37225000000001,B,26.5,No,Yes,High School,High,8,7.5
